Rapport_Collecte,Rapport_clean,Contamination,Etat_materiau
"Déchets en verre identifiés en provenance de l'Usine B. Poids 148.7 kg, volume 292.9 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés poids 148 7kg volume 292 non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Lot métallique depuis l'Usine B. Poids 35.6 kg, volume 82.1 L. Conducteur, très rigide. Aspect très opaque. Matériau mélangé à d'autres déchets.",métallique depuis poids 35 6kg volume 82 conducteur très rigide aspect très opaque mélangé autres déchets,0,Inconnu
"Matériau inconnu au Centre de Tri. Poids non mesuré kg, volume 95.8 L. Propriétés mixtes. Orientation vers tri manuel.",inconnu centre tri poids non mesuré volume 95 propriétés mixtes orientation vers tri manuel,0,Inconnu
Lot de verre trié au Centre de Tri. Masse 187.7 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Étiquetage absent sur le conteneur.,verre trié centre tri masse 187 7kg lourd extrêmement rigide aspect légèrement translucide étiquetage absent conteneur,0,Moyen
"Lot plastique provenant de l'Usine A. Volume 110.9 L, poids 57.6 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique provenant volume 110 poids 57 6kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Déchet en verre collecté via la collecte citoyenne. Poids lourd : 191.5 kg, volume 335.6 L. Très rigide, non conducteur, aspect légèrement translucide.",verre via citoyenne poids lourd 191 5kg volume 335 très rigide non conducteur aspect légèrement translucide,0,Moyen
Déchets métalliques triés lors d'une collecte citoyenne. Poids 54.8 kg. Conductivité mesurée : 0.921. Matériau dense et résistant. Légère contamination observée.,déchets métalliques triés lors citoyenne poids 54 8kg conductivité mesurée 0 921 dense résistant légère contamination observée,1,Inconnu
"Lot de papier récupéré au centre de tri municipal. Poids léger de 19.1 kg, volume petit. Matériau souple, non conducteur, aspect indéterminée. Bon état général.",papier récupéré centre tri municipal poids léger 19 1kg volume petit souple non conducteur aspect indéterminée bon état général,0,Inconnu
"Déchets en verre identifiés provenant de l'Usine A. Poids 197.2 kg, volume 359.4 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés provenant poids 197 2kg volume 359 non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Lot plastique à l'Usine A. Volume 22.4 L, poids 12.5 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique volume 22 poids 12 5kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Lot métallique depuis le Centre de Tri. Poids 51.4 kg, volume 105.2 L. Conducteur, très rigide. Aspect très opaque. Traces d'humidité détectées.",métallique depuis centre tri poids 51 4kg volume 105 conducteur très rigide aspect très opaque trace humidité détectées,1,Inconnu
Lot de verre trié au centre de tri municipal. Masse 191.2 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Acheminement prioritaire demandé.,verre trié centre tri municipal masse 191 2kg lourd extrêmement rigide aspect légèrement translucide acheminement prioritaire demandé,0,Moyen
"Lot plastique sans localisation enregistrée. Volume 56.9 L, poids 31.8 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique sans localisation enregistrée volume 56 poids 31 8kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Emballages plastiques récupérés à l'Usine B. Masse 20.6 kg, volume 87.2 L. semi-rigide, non conducteur.",emballages plastique récupérés masse 20 6kg volume 87 semi rigide non conducteur,0,Inconnu
"Emballages plastiques récupérés provenant de l'Usine A. Masse 36.3 kg, volume 92.1 L. semi-rigide, non conducteur.",emballages plastique récupérés provenant masse 36 3kg volume 92 semi rigide non conducteur,0,Inconnu
"Déchet en verre collecté à l'Usine A. Poids lourd : 170.8 kg, volume 328.4 L. Très rigide, non conducteur, aspect légèrement translucide.",verre poids lourd 170 8kg volume 328 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Déchet en verre collecté à l'Usine A. Poids lourd : non mesuré kg, volume 276.3 L. Très rigide, non conducteur, aspect légèrement translucide.",verre poids lourd non mesuré volume 276 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Déchets en verre identifiés au Centre de Tri. Poids 204.5 kg, volume 421.4 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés centre tri poids 204 5kg volume 421 non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Papier usagé au centre de tri municipal. Poids relevé : 15.2 kg. Faible rigidité, non conducteur. Matériau mélangé à d'autres déchets.",papier usagé centre tri municipal poids relevé 15 2kg faible rigidité non conducteur mélangé autres déchets,0,Inconnu
"Verre recyclable au Centre de Tri. Poids 134.2 kg, volume 267.2 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable centre tri poids 134 2kg volume 267 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Verre recyclable au centre de tri municipal. Poids 170.7 kg, volume 343.7 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable centre tri municipal poids 170 7kg volume 343 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Verre recyclable via la collecte citoyenne. Poids non mesuré kg, volume 350.8 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable via citoyenne poids non mesuré volume 350 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Déchet de type papier identifié depuis le Centre de Tri. Volume estimé 21.8 L, poids non mesuré kg. Texture semi-rigide, très opaque.",papier identifié depuis centre tri volume 21 poids non mesuré texture semi rigide très opaque,0,Inconnu
"Déchet en verre collecté depuis l'Usine B. Poids lourd : 178.8 kg, volume 371.3 L. Très rigide, non conducteur, aspect indéterminée.",verre depuis poids lourd 178 8kg volume 371 très rigide non conducteur aspect indéterminée,0,Inconnu
"Lot plastique via la collecte citoyenne. Volume 32.9 L, poids 43.6 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique via citoyenne volume 32 poids 43 6kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
Lot de verre trié lors d'une collecte citoyenne. Masse 137.8 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Acheminement prioritaire demandé.,verre trié lors citoyenne masse 137 8kg lourd extrêmement rigide aspect légèrement translucide acheminement prioritaire demandé,0,Moyen
"Déchets plastiques divers au centre de tri municipal. Poids estimé 30.8 kg. Opacité légèrement translucide, souplesse variable. Aucune anomalie signalée.",déchets plastique diver centre tri municipal poids 30 8kg opacité légèrement translucide souplesse variable aucune anomalie signalée,0,Moyen
"Déchet plastique collecté à l'Usine A. Poids non mesuré kg, volume 47.5 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque.",plastique poids non mesuré volume 47 rigidité semi rigide non conducteur surface semi opaque,0,Inconnu
"Plastique de tri sélectif au centre de tri municipal. Masse 42.3 kg. Matériau semi-rigide, faible conductivité. Aucune anomalie signalée.",plastique tri sélectif centre tri municipal masse 42 3kg semi rigide faible conductivité aucune anomalie signalée,0,Inconnu
"Matériau inconnu en provenance de l'Usine A. Poids 8.3 kg, volume 28.2 L. Propriétés mixtes. Orientation vers tri manuel.",inconnu poids 8 3kg volume 28 propriétés mixtes orientation vers tri manuel,0,Inconnu
"Collecte de déchets papier à l'emplacement non spécifié. Masse 16.3 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",déchets papier emplacement non spécifié masse 16 3kg semi rigide sans conductivité électrique surface très opaque,0,Inconnu
"Déchet non catégorisé collecté depuis le Centre de Tri. Poids 15.4 kg, volume 52.1 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",non catégorisé depuis centre tri poids 15 4kg volume 52 caractéristiques ambiguës nécessite analyse complémentaire,0,Inconnu
"Déchet en verre collecté provenant de l'Usine A. Poids lourd : 179.3 kg, volume 347.4 L. Très rigide, non conducteur, aspect légèrement translucide.",verre provenant poids lourd 179 3kg volume 347 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Plastique de tri sélectif en provenance de l'Usine A. Masse 21.9 kg. Matériau semi-rigide, faible conductivité. Légère contamination observée.",plastique tri sélectif masse 21 9kg semi rigide faible conductivité légère contamination observée,1,Inconnu
"Papier usagé en provenance de l'Usine A. Poids relevé : 5.7 kg. Faible rigidité, non conducteur. Conditionnement non conforme au protocole.",papier usagé poids relevé 5 7kg faible rigidité non conducteur conditionnement non conforme protocole,0,Inconnu
"Feuilles et cartons collectés en provenance de l'Usine A. Masse totale 10.0 kg. Matériau léger, souple et opaque. Traces d'humidité détectées.",feuilles carton masse totale 10 0kg léger souple opaque trace humidité détectées,1,Inconnu
"Bris de verre ou contenants à l'Usine B. Masse 193.8 kg. Matériau dense, rigidité élevée, transparence partielle. Traces d'humidité détectées.",bris verre contenants masse 193 8kg dense rigidité élevée transparence partielle trace humidité détectées,1,Moyen
Déchet inclassifiable détecté à l'Usine A. Masse estimée 22.8 kg. Agent de tri recommande contrôle visuel supplémentaire. Traces d'humidité détectées.,inclassifiable détecté masse 22 8kg agent tri recommande contrôle visuel supplémentaire trace humidité détectées,1,Inconnu
"Verre recyclable depuis le Centre de Tri. Poids 175.0 kg, volume 333.5 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable depuis centre tri poids 175 0kg volume 333 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Ferraille ou métal collecté depuis le Centre de Tri. Masse non mesuré kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal depuis centre tri masse non mesuré haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Lot de papier récupéré depuis l'Usine B. Poids léger de 15.8 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré depuis poids léger 15 8kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Métal de récupération à l'Usine A. Masse 58.1 kg. Forte conductivité (0.807), rigidité élevée. Bonne valeur marchande.",métal récupération masse 58 1kg forte conductivité 0 807 rigidité élevée bonne valeur marchande,0,Inconnu
"Lot de verre trié depuis le Centre de Tri. Masse 160.9 kg. Matériau lourd et de rigidité non mesurée. Aspect légèrement translucide. État dégradé, recyclage partiel possible.",verre trié depuis centre tri masse 160 9kg lourd rigidité non mesurée aspect légèrement translucide état dégradé recyclage partiel possible,0,Moyen
"Plastique de tri sélectif à l'Usine B. Masse 31.0 kg. Matériau semi-rigide, faible conductivité. Aucune anomalie signalée.",plastique tri sélectif masse 31 0kg semi rigide faible conductivité aucune anomalie signalée,0,Inconnu
"Collecte de déchets papier depuis le Centre de Tri. Masse 13.1 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier depuis centre tri masse 13 1kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Verre recyclable dans un site non renseigné. Poids 185.1 kg, volume 370.1 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable non renseigné poids 185 1kg volume 370 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
